timestamp,traffic
2019-12-03 10:24:00,144
2019-12-03 10:25:00,176
2019-12-03 10:26:00,280
2019-12-03 10:27:00,324
2019-12-03 10:28:00,316
2019-12-03 10:29:00,248
2019-12-03 10:30:00,356
2019-12-03 10:31:00,368
2019-12-03 10:32:00,324
2019-12-03 10:33:00,296
2019-12-03 10:34:00,248
2019-12-03 10:35:00,276
2019-12-03 10:36:00,338
2019-12-03 10:37:00,306
2019-12-03 10:38:00,254
2019-12-03 10:39:00,266
2019-12-03 10:40:00,290
2019-12-03 10:41:00,228
2019-12-03 10:42:00,260
2019-12-03 10:43:00,242
2019-12-03 10:44:00,274
2019-12-03 10:45:00,304
2019-12-03 10:46:00,254
2019-12-03 10:47:00,372
2019-12-03 10:48:00,330
2019-12-03 10:49:00,246
2019-12-03 10:50:00,250
2019-12-03 10:51:00,232
2019-12-03 10:52:00,242
2019-12-03 10:53:00,280
2019-12-03 10:54:00,302
2019-12-03 10:55:00,304
2019-12-03 10:56:00,230
2019-12-03 10:57:00,244
2019-12-03 10:58:00,200
2019-12-03 10:59:00,260
2019-12-03 11:00:00,244
2019-12-03 11:01:00,230
2019-12-03 11:02:00,344
2019-12-03 11:03:00,262
2019-12-03 11:04:00,284
2019-12-03 11:05:00,292
2019-12-03 11:06:00,322
2019-12-03 11:07:00,218
2019-12-03 11:08:00,237
2019-12-03 11:09:00,238
2019-12-03 11:10:00,216
2019-12-03 11:11:00,340
2019-12-03 11:12:00,254
2019-12-03 11:13:00,266
2019-12-03 11:14:00,260
2019-12-03 11:15:00,360
2019-12-03 11:16:00,312
2019-12-03 11:17:00,268
2019-12-03 11:18:00,294
2019-12-03 11:19:00,292
2019-12-03 11:20:00,354
2019-12-03 11:21:00,360
2019-12-03 11:22:00,286
2019-12-03 11:23:00,234
2019-12-03 11:24:00,302
2019-12-03 11:25:00,278
2019-12-03 11:26:00,262
2019-12-03 11:27:00,220
2019-12-03 11:28:00,330
2019-12-03 11:29:00,224
2019-12-03 11:30:00,246
2019-12-03 11:31:00,264
2019-12-03 11:32:00,350
2019-12-03 11:33:00,260
2019-12-03 11:34:00,336
2019-12-03 11:35:00,274
2019-12-03 11:36:00,310
2019-12-03 11:37:00,262
2019-12-03 11:38:00,262
2019-12-03 11:39:00,218
2019-12-03 11:40:00,192
2019-12-03 11:41:00,266
2019-12-03 11:42:00,206
2019-12-03 11:43:00,320
2019-12-03 11:44:00,382
2019-12-03 11:45:00,266
2019-12-03 11:46:00,258
2019-12-03 11:47:00,324
2019-12-03 11:48:00,286
2019-12-03 11:49:00,184
2019-12-03 11:50:00,284
2019-12-03 11:51:00,266
2019-12-03 11:52:00,274
2019-12-03 11:53:00,326
2019-12-03 11:54:00,254
2019-12-03 11:55:00,244
2019-12-03 11:56:00,278
2019-12-03 11:57:00,354
2019-12-03 11:58:00,316
2019-12-03 11:59:00,328
2019-12-03 12:00:00,290
2019-12-03 12:01:00,298
2019-12-03 12:02:00,234
2019-12-03 12:03:00,220
2019-12-03 12:04:00,222
2019-12-03 12:05:00,218
2019-12-03 12:06:00,188
2019-12-03 12:07:00,268
2019-12-03 12:08:00,364
2019-12-03 12:09:00,304
2019-12-03 12:10:00,216
2019-12-03 12:11:00,200
2019-12-03 12:12:00,294
2019-12-03 12:13:00,254
2019-12-03 12:14:00,196
2019-12-03 12:15:00,304
2019-12-03 12:16:00,316
2019-12-03 12:17:00,258
2019-12-03 12:18:00,206
2019-12-03 12:19:00,196
2019-12-03 12:20:00,236
2019-12-03 12:21:00,242
2019-12-03 12:22:00,286
2019-12-03 12:23:00,274
2019-12-03 12:24:00,310
2019-12-03 12:25:00,312
2019-12-03 12:26:00,276
2019-12-03 12:27:00,294
2019-12-03 12:28:00,306
2019-12-03 12:29:00,366
2019-12-03 12:30:00,244
2019-12-03 12:31:00,260
2019-12-03 12:32:00,272
2019-12-03 12:33:00,204
2019-12-03 12:34:00,274
2019-12-03 12:35:00,328
2019-12-03 12:36:00,312
2019-12-03 12:37:00,240
2019-12-03 12:38:00,296
2019-12-03 12:39:00,240
2019-12-03 12:40:00,244
2019-12-03 12:41:00,332
2019-12-03 12:42:00,372
2019-12-03 12:43:00,340
2019-12-03 12:44:00,316
2019-12-03 12:45:00,276
2019-12-03 12:46:00,256
2019-12-03 12:47:00,312
2019-12-03 12:48:00,368
2019-12-03 12:49:00,272
2019-12-03 12:50:00,360
2019-12-03 12:51:00,276
2019-12-03 12:52:00,224
2019-12-03 12:53:00,264
2019-12-03 12:54:00,220
2019-12-03 12:55:00,292
2019-12-03 12:56:00,264
2019-12-03 12:57:00,270
2019-12-03 12:58:00,288
2019-12-03 12:59:00,300
2019-12-03 13:00:00,294
2019-12-03 13:01:00,256
2019-12-03 13:02:00,284
2019-12-03 13:03:00,252
2019-12-03 13:04:00,316
2019-12-03 13:05:00,268
2019-12-03 13:06:00,216
2019-12-03 13:07:00,228
2019-12-03 13:08:00,222
2019-12-03 13:09:00,184
2019-12-03 13:10:00,250
2019-12-03 13:11:00,326
2019-12-03 13:12:00,264
2019-12-03 13:13:00,266
2019-12-03 13:14:00,218
2019-12-03 13:15:00,230
2019-12-03 13:16:00,286
2019-12-03 13:17:00,266
2019-12-03 13:18:00,318
2019-12-03 13:19:00,212
2019-12-03 13:20:00,192
2019-12-03 13:21:00,212
2019-12-03 13:22:00,286
2019-12-03 13:23:00,256
2019-12-03 13:24:00,234
2019-12-03 13:25:00,244
2019-12-03 13:26:00,274
2019-12-03 13:27:00,208
2019-12-03 13:28:00,276
2019-12-03 13:29:00,290
2019-12-03 13:30:00,302
2019-12-03 13:31:00,344
2019-12-03 13:32:00,308
2019-12-03 13:33:00,312
2019-12-03 13:34:00,212
2019-12-03 13:35:00,234
2019-12-03 13:36:00,296
2019-12-03 13:37:00,250
2019-12-03 13:38:00,300
2019-12-03 13:39:00,280
2019-12-03 13:40:00,284
2019-12-03 13:41:00,280
2019-12-03 13:42:00,274
2019-12-03 13:43:00,342
2019-12-03 13:44:00,318
2019-12-03 13:45:00,364
2019-12-03 13:46:00,302
2019-12-03 13:47:00,310
2019-12-03 13:48:00,310
2019-12-03 13:49:00,206
2019-12-03 13:50:00,248
2019-12-03 13:51:00,252
2019-12-03 13:52:00,384
2019-12-03 13:53:00,210
2019-12-03 13:54:00,252
2019-12-03 13:55:00,310
2019-12-03 13:56:00,152
2019-12-03 13:57:00,226
2019-12-03 13:58:00,246
2019-12-03 13:59:00,288
2019-12-03 14:00:00,222
2019-12-03 14:01:00,234
2019-12-03 14:02:00,216
2019-12-03 14:03:00,258
2019-12-03 14:04:00,332
2019-12-03 14:05:00,320
2019-12-03 14:06:00,310
2019-12-03 14:07:00,294
2019-12-03 14:08:00,220
2019-12-03 14:09:00,286
2019-12-03 14:10:00,374
2019-12-03 14:11:00,290
2019-12-03 14:12:00,350
2019-12-03 14:13:00,362
2019-12-03 14:14:00,334
2019-12-03 14:15:00,260
2019-12-03 14:16:00,244
2019-12-03 14:17:00,210
2019-12-03 14:18:00,214
2019-12-03 14:19:00,312
2019-12-03 14:20:00,310
2019-12-03 14:21:00,274
2019-12-03 14:22:00,242
2019-12-03 14:23:00,278
2019-12-03 14:24:00,230
2019-12-03 14:25:00,228
2019-12-03 14:26:00,168
2019-12-03 14:27:00,276
2019-12-03 14:28:00,354
2019-12-03 14:29:00,318
2019-12-03 14:30:00,322
2019-12-03 14:31:00,334
2019-12-03 14:32:00,322
2019-12-03 14:33:00,218
2019-12-03 14:34:00,278
2019-12-03 14:35:00,186
2019-12-03 14:36:00,338
2019-12-03 14:37:00,290
2019-12-03 14:38:00,258
2019-12-03 14:39:00,226
2019-12-03 14:40:00,216
2019-12-03 14:41:00,338
2019-12-03 14:42:00,312
2019-12-03 14:43:00,352
2019-12-03 14:44:00,318
2019-12-03 14:45:00,314
2019-12-03 14:46:00,344
2019-12-03 14:47:00,280
2019-12-03 14:48:00,324
2019-12-03 14:49:00,292
2019-12-03 14:50:00,324
2019-12-03 14:51:00,314
2019-12-03 14:52:00,242
2019-12-03 14:53:00,284
2019-12-03 14:54:00,250
2019-12-03 14:55:00,214
2019-12-03 14:56:00,226
2019-12-03 14:57:00,296
2019-12-03 14:58:00,290
2019-12-03 14:59:00,250
2019-12-03 15:00:00,314
2019-12-03 15:01:00,326
2019-12-03 15:02:00,266
2019-12-03 15:03:00,268
2019-12-03 15:04:00,222
2019-12-03 15:05:00,252
2019-12-03 15:06:00,232
2019-12-03 15:07:00,246
2019-12-03 15:08:00,210
2019-12-03 15:09:00,248
2019-12-03 15:10:00,300
2019-12-03 15:11:00,220
2019-12-03 15:12:00,220
2019-12-03 15:13:00,288
2019-12-03 15:14:00,246
2019-12-03 15:15:00,258
2019-12-03 15:16:00,282
2019-12-03 15:17:00,276
2019-12-03 15:18:00,276
2019-12-03 15:19:00,319
2019-12-03 15:20:00,290
2019-12-03 15:21:00,266
2019-12-03 15:22:00,240
2019-12-03 15:23:00,258
2019-12-03 15:24:00,276
2019-12-03 15:25:00,290
2019-12-03 15:26:00,258
2019-12-03 15:27:00,262
2019-12-03 15:28:00,224
2019-12-03 15:29:00,250
2019-12-03 15:30:00,240
2019-12-03 15:31:00,326
2019-12-03 15:32:00,244
2019-12-03 15:33:00,276
2019-12-03 15:34:00,276
2019-12-03 15:35:00,290
2019-12-03 15:36:00,354
2019-12-03 15:37:00,230
2019-12-03 15:38:00,254
2019-12-03 15:39:00,264
2019-12-03 15:40:00,362
2019-12-03 15:41:00,240
2019-12-03 15:42:00,252
2019-12-03 15:43:00,268
2019-12-03 15:44:00,264
2019-12-03 15:45:00,338
2019-12-03 15:46:00,372
2019-12-03 15:47:00,364
2019-12-03 15:48:00,292
2019-12-03 15:49:00,278
2019-12-03 15:50:00,256
2019-12-03 15:51:00,256
2019-12-03 15:52:00,238
2019-12-03 15:53:00,212
2019-12-03 15:54:00,294
2019-12-03 15:55:00,376
2019-12-03 15:56:00,258
2019-12-03 15:57:00,262
2019-12-03 15:58:00,270
2019-12-03 15:59:00,200
2019-12-03 16:00:00,240
2019-12-03 16:01:00,228
2019-12-03 16:02:00,346
2019-12-03 16:03:00,324
2019-12-03 16:04:00,260
2019-12-03 16:05:00,294
2019-12-03 16:06:00,282
2019-12-03 16:07:00,276
2019-12-03 16:08:00,344
2019-12-03 16:09:00,320
2019-12-03 16:10:00,264
2019-12-03 16:11:00,282
2019-12-03 16:12:00,320
2019-12-03 16:13:00,296
2019-12-03 16:14:00,264
2019-12-03 16:15:00,284
2019-12-03 16:16:00,346
2019-12-03 16:17:00,244
2019-12-03 16:18:00,178
2019-12-03 16:19:00,198
2019-12-03 16:20:00,320
2019-12-03 16:21:00,290
2019-12-03 16:22:00,396
2019-12-03 16:23:00,302
2019-12-03 16:24:00,196
2019-12-03 16:25:00,296
2019-12-03 16:26:00,204
2019-12-03 16:27:00,310
2019-12-03 16:28:00,268
2019-12-03 16:29:00,286
2019-12-03 16:30:00,232
2019-12-03 16:31:00,318
2019-12-03 16:32:00,346
2019-12-03 16:33:00,354
2019-12-03 16:34:00,312
2019-12-03 16:35:00,188
2019-12-03 16:36:00,360
2019-12-03 16:37:00,322
2019-12-03 16:38:00,218
2019-12-03 16:39:00,350
2019-12-03 16:40:00,306
2019-12-03 16:41:00,284
2019-12-03 16:42:00,280
2019-12-03 16:43:00,216
2019-12-03 16:44:00,170
2019-12-03 16:45:00,290
2019-12-03 16:46:00,206
2019-12-03 16:47:00,254
2019-12-03 16:48:00,250
2019-12-03 16:49:00,250
2019-12-03 16:50:00,264
2019-12-03 16:51:00,252
2019-12-03 16:52:00,286
2019-12-03 16:53:00,338
2019-12-03 16:54:00,326
2019-12-03 16:55:00,308
2019-12-03 16:56:00,248
2019-12-03 16:57:00,244
2019-12-03 16:58:00,282
2019-12-03 16:59:00,212
2019-12-03 17:00:00,306
2019-12-03 17:01:00,220
2019-12-03 17:02:00,264
2019-12-03 17:03:00,240
2019-12-03 17:04:00,230
2019-12-03 17:05:00,310
2019-12-03 17:06:00,246
2019-12-03 17:07:00,258
2019-12-03 17:08:00,276
2019-12-03 17:09:00,330
2019-12-03 17:10:00,252
2019-12-03 17:11:00,308
2019-12-03 17:12:00,212
2019-12-03 17:13:00,232
2019-12-03 17:14:00,232
2019-12-03 17:15:00,212
2019-12-03 17:16:00,226
2019-12-03 17:17:00,236
2019-12-03 17:18:00,210
2019-12-03 17:19:00,322
2019-12-03 17:20:00,344
2019-12-03 17:21:00,288
2019-12-03 17:22:00,296
2019-12-03 17:23:00,310
2019-12-03 17:24:00,310
2019-12-03 17:25:00,224
2019-12-03 17:26:00,232
2019-12-03 17:27:00,260
2019-12-03 17:28:00,298
2019-12-03 17:29:00,272
2019-12-03 17:30:00,302
2019-12-03 17:31:00,256
2019-12-03 17:32:00,278
2019-12-03 17:33:00,306
2019-12-03 17:34:00,338
2019-12-03 17:35:00,312
2019-12-03 17:36:00,238
2019-12-03 17:37:00,274
2019-12-03 17:38:00,356
2019-12-03 17:39:00,380
2019-12-03 17:40:00,290
2019-12-03 17:41:00,216
2019-12-03 17:42:00,204
2019-12-03 17:43:00,378
2019-12-03 17:44:00,354
2019-12-03 17:45:00,348
2019-12-03 17:46:00,334
2019-12-03 17:47:00,280
2019-12-03 17:48:00,260
2019-12-03 17:49:00,276
2019-12-03 17:50:00,324
2019-12-03 17:51:00,346
2019-12-03 17:52:00,274
2019-12-03 17:53:00,244
2019-12-03 17:54:00,280
2019-12-03 17:55:00,302
2019-12-03 17:56:00,300
2019-12-03 17:57:00,349
2019-12-03 17:58:00,192
2019-12-03 17:59:00,240
2019-12-03 18:00:00,310
2019-12-03 18:01:00,280
2019-12-03 18:02:00,298
2019-12-03 18:03:00,202
2019-12-03 18:04:00,190
2019-12-03 18:05:00,204
2019-12-03 18:06:00,254
2019-12-03 18:07:00,286
2019-12-03 18:08:00,260
2019-12-03 18:09:00,320
2019-12-03 18:10:00,296
2019-12-03 18:11:00,334
2019-12-03 18:12:00,232
2019-12-03 18:13:00,248
2019-12-03 18:14:00,218
2019-12-03 18:15:00,206
2019-12-03 18:16:00,248
2019-12-03 18:17:00,256
2019-12-03 18:18:00,308
2019-12-03 18:19:00,308
2019-12-03 18:20:00,260
2019-12-03 18:21:00,252
2019-12-03 18:22:00,292
2019-12-03 18:23:00,248
2019-12-03 18:24:00,258
2019-12-03 18:25:00,244
2019-12-03 18:26:00,330
2019-12-03 18:27:00,320
2019-12-03 18:28:00,212
2019-12-03 18:29:00,322
2019-12-03 18:30:00,296
2019-12-03 18:31:00,380
2019-12-03 18:32:00,354
2019-12-03 18:33:00,276
2019-12-03 18:34:00,256
2019-12-03 18:35:00,274
2019-12-03 18:36:00,286
2019-12-03 18:37:00,286
2019-12-03 18:38:00,252
2019-12-03 18:39:00,278
2019-12-03 18:40:00,294
2019-12-03 18:41:00,274
2019-12-03 18:42:00,266
2019-12-03 18:43:00,226
2019-12-03 18:44:00,204
2019-12-03 18:45:00,324
2019-12-03 18:46:00,236
2019-12-03 18:47:00,366
2019-12-03 18:48:00,290
2019-12-03 18:49:00,302
2019-12-03 18:50:00,386
2019-12-03 18:51:00,350
2019-12-03 18:52:00,286
2019-12-03 18:53:00,404
2019-12-03 18:54:00,350
2019-12-03 18:55:00,376
2019-12-03 18:56:00,320
2019-12-03 18:57:00,268
2019-12-03 18:58:00,296
2019-12-03 18:59:00,256
2019-12-03 19:00:00,358
2019-12-03 19:01:00,270
2019-12-03 19:02:00,280
2019-12-03 19:03:00,292
2019-12-03 19:04:00,220
2019-12-03 19:05:00,260
2019-12-03 19:06:00,304
2019-12-03 19:07:00,224
2019-12-03 19:08:00,292
2019-12-03 19:09:00,292
2019-12-03 19:10:00,248
2019-12-03 19:11:00,284
2019-12-03 19:12:00,320
2019-12-03 19:13:00,264
2019-12-03 19:14:00,310
2019-12-03 19:15:00,336
2019-12-03 19:16:00,268
2019-12-03 19:17:00,262
2019-12-03 19:18:00,300
2019-12-03 19:19:00,336
2019-12-03 19:20:00,290
2019-12-03 19:21:00,254
2019-12-03 19:22:00,274
2019-12-03 19:23:00,220
2019-12-03 19:24:00,242
2019-12-03 19:25:00,214
2019-12-03 19:26:00,250
2019-12-03 19:27:00,266
2019-12-03 19:28:00,264
2019-12-03 19:29:00,290
2019-12-03 19:30:00,256
2019-12-03 19:31:00,250
2019-12-03 19:32:00,298
2019-12-03 19:33:00,266
2019-12-03 19:34:00,244
2019-12-03 19:35:00,346
2019-12-03 19:36:00,262
2019-12-03 19:37:00,198
2019-12-03 19:38:00,260
2019-12-03 19:39:00,298
2019-12-03 19:40:00,196
2019-12-03 19:41:00,326
2019-12-03 19:42:00,276
2019-12-03 19:43:00,260
2019-12-03 19:44:00,324
2019-12-03 19:45:00,304
2019-12-03 19:46:00,276
2019-12-03 19:47:00,244
2019-12-03 19:48:00,296
2019-12-03 19:49:00,260
2019-12-03 19:50:00,224
2019-12-03 19:51:00,164
2019-12-03 19:52:00,276
2019-12-03 19:53:00,276
2019-12-03 19:54:00,316
2019-12-03 19:55:00,364
2019-12-03 19:56:00,320
2019-12-03 19:57:00,304
2019-12-03 19:58:00,280
2019-12-03 19:59:00,280
2019-12-03 20:00:00,256
2019-12-03 20:01:00,352
2019-12-03 20:02:00,292
2019-12-03 20:03:00,288
2019-12-03 20:04:00,258
2019-12-03 20:05:00,226
2019-12-03 20:06:00,326
2019-12-03 20:07:00,232
2019-12-03 20:08:00,312
2019-12-03 20:09:00,260
2019-12-03 20:10:00,304
2019-12-03 20:11:00,292
2019-12-03 20:12:00,288
2019-12-03 20:13:00,286
2019-12-03 20:14:00,330
2019-12-03 20:15:00,282
2019-12-03 20:16:00,298
2019-12-03 20:17:00,250
2019-12-03 20:18:00,210
2019-12-03 20:19:00,294
2019-12-03 20:20:00,332
2019-12-03 20:21:00,234
2019-12-03 20:22:00,214
2019-12-03 20:23:00,264
2019-12-03 20:24:00,272
2019-12-03 20:25:00,250
2019-12-03 20:26:00,264
2019-12-03 20:27:00,276
2019-12-03 20:28:00,328
2019-12-03 20:29:00,268
2019-12-03 20:30:00,324
2019-12-03 20:31:00,344
2019-12-03 20:32:00,336
2019-12-03 20:33:00,284
2019-12-03 20:34:00,228
2019-12-03 20:35:00,256
2019-12-03 20:36:00,228
2019-12-03 20:37:00,260
2019-12-03 20:38:00,196
2019-12-03 20:39:00,380
2019-12-03 20:40:00,364
2019-12-03 20:41:00,276
2019-12-03 20:42:00,304
2019-12-03 20:43:00,284
2019-12-03 20:44:00,224
2019-12-03 20:45:00,272
2019-12-03 20:46:00,286
2019-12-03 20:47:00,198
2019-12-03 20:48:00,250
2019-12-03 20:49:00,152
2019-12-03 20:50:00,230
2019-12-03 20:51:00,170
2019-12-03 20:52:00,216
2019-12-03 20:53:00,218
2019-12-03 20:54:00,254
2019-12-03 20:55:00,376
2019-12-03 20:56:00,290
2019-12-03 20:57:00,306
2019-12-03 20:58:00,360
2019-12-03 20:59:00,286
2019-12-03 21:00:00,314
2019-12-03 21:01:00,258
2019-12-03 21:02:00,216
2019-12-03 21:03:00,234
2019-12-03 21:04:00,362
2019-12-03 21:05:00,416
2019-12-03 21:06:00,352
2019-12-03 21:07:00,318
2019-12-03 21:08:00,298
2019-12-03 21:09:00,280
2019-12-03 21:10:00,276
2019-12-03 21:11:00,232
2019-12-03 21:12:00,252
2019-12-03 21:13:00,268
2019-12-03 21:14:00,316
2019-12-03 21:15:00,246
2019-12-03 21:16:00,216
2019-12-03 21:17:00,358
2019-12-03 21:18:00,360
2019-12-03 21:19:00,260
2019-12-03 21:20:00,256
2019-12-03 21:21:00,406
2019-12-03 21:22:00,284
2019-12-03 21:23:00,226
2019-12-03 21:24:00,250
2019-12-03 21:25:00,290
2019-12-03 21:26:00,304
2019-12-03 21:27:00,294
2019-12-03 21:28:00,306
2019-12-03 21:29:00,310
2019-12-03 21:30:00,260
2019-12-03 21:31:00,246
2019-12-03 21:32:00,298
2019-12-03 21:33:00,316
2019-12-03 21:34:00,322
2019-12-03 21:35:00,290
2019-12-03 21:36:00,218
2019-12-03 21:37:00,204
2019-12-03 21:38:00,212
2019-12-03 21:39:00,290
2019-12-03 21:40:00,294
2019-12-03 21:41:00,280
2019-12-03 21:42:00,212
2019-12-03 21:43:00,224
2019-12-03 21:44:00,238
2019-12-03 21:45:00,276
2019-12-03 21:46:00,250
2019-12-03 21:47:00,300
2019-12-03 21:48:00,236
2019-12-03 21:49:00,210
2019-12-03 21:50:00,296
2019-12-03 21:51:00,204
2019-12-03 21:52:00,250
2019-12-03 21:53:00,250
2019-12-03 21:54:00,266
2019-12-03 21:55:00,188
2019-12-03 21:56:00,356
2019-12-03 21:57:00,340
2019-12-03 21:58:00,302
2019-12-03 21:59:00,282
2019-12-03 22:00:00,356
2019-12-03 22:01:00,260
2019-12-03 22:02:00,224
2019-12-03 22:03:00,286
2019-12-03 22:04:00,268
2019-12-03 22:05:00,320
2019-12-03 22:06:00,242
2019-12-03 22:07:00,304
2019-12-03 22:08:00,298
2019-12-03 22:09:00,278
2019-12-03 22:10:00,298
2019-12-03 22:11:00,292
2019-12-03 22:12:00,384
2019-12-03 22:13:00,230
2019-12-03 22:14:00,250
2019-12-03 22:15:00,300
2019-12-03 22:16:00,228
2019-12-03 22:17:00,236
2019-12-03 22:18:00,302
2019-12-03 22:19:00,280
2019-12-03 22:20:00,270
2019-12-03 22:21:00,360
2019-12-03 22:22:00,298
2019-12-03 22:23:00,258
2019-12-03 22:24:00,274
2019-12-03 22:25:00,254
2019-12-03 22:26:00,182
2019-12-03 22:27:00,220
2019-12-03 22:28:00,298
2019-12-03 22:29:00,296
2019-12-03 22:30:00,290
2019-12-03 22:31:00,210
2019-12-03 22:32:00,286
2019-12-03 22:33:00,270
2019-12-03 22:34:00,234
2019-12-03 22:35:00,264
2019-12-03 22:36:00,410
2019-12-03 22:37:00,314
2019-12-03 22:38:00,304
2019-12-03 22:39:00,286
2019-12-03 22:40:00,260
2019-12-03 22:41:00,216
2019-12-03 22:42:00,254
2019-12-03 22:43:00,292
2019-12-03 22:44:00,254
2019-12-03 22:45:00,326
2019-12-03 22:46:00,252
2019-12-03 22:47:00,324
2019-12-03 22:48:00,304
2019-12-03 22:49:00,336
2019-12-03 22:50:00,300
2019-12-03 22:51:00,296
2019-12-03 22:52:00,212
2019-12-03 22:53:00,356
2019-12-03 22:54:00,292
2019-12-03 22:55:00,276
2019-12-03 22:56:00,312
2019-12-03 22:57:00,356
2019-12-03 22:58:00,352
2019-12-03 22:59:00,280
2019-12-03 23:00:00,284
2019-12-03 23:01:00,288
2019-12-03 23:02:00,188
2019-12-03 23:03:00,228
2019-12-03 23:04:00,344
2019-12-03 23:05:00,300
2019-12-03 23:06:00,244
2019-12-03 23:07:00,224
2019-12-03 23:08:00,268
2019-12-03 23:09:00,240
2019-12-03 23:10:00,308
2019-12-03 23:11:00,284
2019-12-03 23:12:00,292
2019-12-03 23:13:00,368
2019-12-03 23:14:00,340
2019-12-03 23:15:00,198
2019-12-03 23:16:00,206
2019-12-03 23:17:00,284
2019-12-03 23:18:00,340
2019-12-03 23:19:00,290
2019-12-03 23:20:00,296
2019-12-03 23:21:00,278
2019-12-03 23:22:00,194
2019-12-03 23:23:00,262
2019-12-03 23:24:00,274
2019-12-03 23:25:00,264
2019-12-03 23:26:00,284
2019-12-03 23:27:00,240
2019-12-03 23:28:00,296
2019-12-03 23:29:00,304
2019-12-03 23:30:00,264
2019-12-03 23:31:00,284
2019-12-03 23:32:00,308
2019-12-03 23:33:00,332
2019-12-03 23:34:00,336
2019-12-03 23:35:00,272
2019-12-03 23:36:00,192
2019-12-03 23:37:00,340
2019-12-03 23:38:00,216
2019-12-03 23:39:00,260
2019-12-03 23:40:00,256
2019-12-03 23:41:00,268
2019-12-03 23:42:00,312
2019-12-03 23:43:00,300
2019-12-03 23:44:00,292
2019-12-03 23:45:00,348
2019-12-03 23:46:00,284
2019-12-03 23:47:00,208
2019-12-03 23:48:00,208
2019-12-03 23:49:00,292
2019-12-03 23:50:00,232
2019-12-03 23:51:00,208
2019-12-03 23:52:00,236
2019-12-03 23:53:00,300
2019-12-03 23:54:00,360
2019-12-03 23:55:00,330
2019-12-03 23:56:00,274
2019-12-03 23:57:00,306
2019-12-03 23:58:00,340
2019-12-03 23:59:00,322
2019-12-04 00:00:00,364
2019-12-04 00:01:00,274
2019-12-04 00:02:00,226
2019-12-04 00:03:00,276
2019-12-04 00:04:00,252
2019-12-04 00:05:00,352
2019-12-04 00:06:00,256
2019-12-04 00:07:00,270
2019-12-04 00:08:00,298
2019-12-04 00:09:00,270
2019-12-04 00:10:00,312
2019-12-04 00:11:00,238
2019-12-04 00:12:00,248
2019-12-04 00:13:00,308
2019-12-04 00:14:00,320
2019-12-04 00:15:00,288
2019-12-04 00:16:00,276
2019-12-04 00:17:00,316
2019-12-04 00:18:00,274
2019-12-04 00:19:00,192
2019-12-04 00:20:00,260
2019-12-04 00:21:00,266
2019-12-04 00:22:00,258
2019-12-04 00:23:00,336
2019-12-04 00:24:00,304
2019-12-04 00:25:00,244
2019-12-04 00:26:00,306
2019-12-04 00:27:00,224
2019-12-04 00:28:00,306
2019-12-04 00:29:00,336
2019-12-04 00:30:00,344
2019-12-04 00:31:00,264
2019-12-04 00:32:00,220
2019-12-04 00:33:00,298
2019-12-04 00:34:00,342
2019-12-04 00:35:00,290
2019-12-04 00:36:00,256
2019-12-04 00:37:00,262
